raw_ip_incoming	raw_ip_outgoing	port_incoming	port_outgoing	protocol	start_time	end_time	num_packets_incoming	size_packets_incoming	num_packets_outgoing	size_packets_outgoing
154.242.200.69	26.68.111.87	22	110	2	2009-05-07 14:41:48	2009-05-07 14:46:48	2289	3423	1457	35408
154.242.200.69	26.68.111.87	22	110	2	2009-05-07 14:46:48	2009-05-07 14:48:32	6866	57566	907	54263
234.247.46.251	209.179.192.191	2082	11	89	2009-05-07 14:25:48	2009-05-07 14:28:09	9409	3869	2373	35786
33.90.53.136	181.76.183.197	53	53	2	2009-05-07 14:41:13	2009-05-07 14:43:30	6434	2532	4995	5900
219.158.108.151	203.179.217.251	25	110	89	2009-05-07 14:51:11	2009-05-07 14:53:51	1807	44226	11983	47618
135.191.51.17	174.12.59.19	43559	443	2	2009-05-07 14:36:18	2009-05-07 14:38:24	1853	43602	1093	25940
95.253.24.158	231.162.73.199	11	53	17	2009-05-07 14:37:28	2009-05-07 14:42:28	1079	30600	1828	8600
95.253.24.158	231.162.73.199	11	53	17	2009-05-07 14:42:28	2009-05-07 14:47:28	14362	7137	6704	47672
95.253.24.158	231.162.73.199	11	53	17	2009-05-07 14:47:28	2009-05-07 14:52:22	4586	14364	8001	17283
186.185.246.56	251.92.237.185	3306	22	1	2009-05-07 14:33:49	2009-05-07 14:38:09	6502	17949	763	54293
234.247.46.251	10.94.27.130	25	53	6	2009-05-07 14:27:59	2009-05-07 14:29:25	598	49393	16158	6854
191.153.227.103	191.153.227.103	25	3306	2	2009-05-07 14:25:54	2009-05-07 14:29:58	584	31874	7792	21827
218.217.78.223	154.242.200.69	2082	33123	132	2009-05-07 14:11:13	2009-05-07 14:16:13	16329	36211	16227	14730
218.217.78.223	154.242.200.69	2082	33123	132	2009-05-07 14:16:13	2009-05-07 14:17:02	6319	20361	3868	2199
26.68.111.87	218.31.70.37	2082	11	17	2009-05-07 14:22:43	2009-05-07 14:25:31	12841	52350	1133	12045
232.113.181.211	226.85.80.1	25061	23470	17	2009-05-07 14:53:04	2009-05-07 14:58:04	3751	14836	11954	32799
232.113.181.211	226.85.80.1	25061	23470	17	2009-05-07 14:58:04	2009-05-07 14:58:05	4575	34178	3332	3379
106.230.55.74	218.31.70.37	3306	80	17	2009-05-07 14:44:28	2009-05-07 14:49:28	6431	44549	5574	29014
106.230.55.74	218.31.70.37	3306	80	17	2009-05-07 14:49:28	2009-05-07 14:54:15	5990	34201	1617	28110
251.92.237.185	154.242.200.69	22	25	6	2009-05-07 14:40:05	2009-05-07 14:45:00	26286	21055	1955	31860
66.169.166.168	154.18.210.74	54180	25	1	2009-05-07 14:24:57	2009-05-07 14:29:57	12566	53147	419	45501
66.169.166.168	154.18.210.74	54180	25	1	2009-05-07 14:29:57	2009-05-07 14:34:57	3362	1919	1926	62096
66.169.166.168	154.18.210.74	54180	25	1	2009-05-07 14:34:57	2009-05-07 14:39:57	19587	36821	7473	1839
66.169.166.168	154.18.210.74	54180	25	1	2009-05-07 14:39:57	2009-05-07 14:44:57	5314	35415	883	43237
66.169.166.168	154.18.210.74	54180	25	1	2009-05-07 14:44:57	2009-05-07 14:49:57	11106	31401	1212	59965
66.169.166.168	154.18.210.74	54180	25	1	2009-05-07 14:49:57	2009-05-07 14:54:54	11379	41895	4636	45394
226.85.80.1	186.185.246.56	11	53	17	2009-05-07 14:53:46	2009-05-07 14:58:46	11331	49802	12288	44452
226.85.80.1	186.185.246.56	11	53	17	2009-05-07 14:58:46	2009-05-07 15:01:46	6429	9884	5559	668
117.210.1.38	195.126.166.121	11	11	6	2009-05-07 14:16:34	2009-05-07 14:20:41	4821	39590	11548	2857
95.253.24.158	203.179.217.251	80	25	89	2009-05-07 14:27:07	2009-05-07 14:31:40	3401	64207	838	30733
209.179.192.191	230.4.225.155	5432	11	6	2009-05-07 14:29:43	2009-05-07 14:34:43	4237	34221	3046	10781
209.179.192.191	230.4.225.155	5432	11	6	2009-05-07 14:34:43	2009-05-07 14:39:43	268	57766	5035	39497
209.179.192.191	230.4.225.155	5432	11	6	2009-05-07 14:39:43	2009-05-07 14:42:29	11634	40827	1666	43905
234.247.46.251	135.191.51.17	80	5432	17	2009-05-07 14:27:59	2009-05-07 14:31:05	4407	56782	7155	21586
209.179.192.191	95.253.24.158	80	3306	89	2009-05-07 14:26:48	2009-05-07 14:29:08	6367	45297	2187	5422
117.210.1.38	251.92.237.185	11	3306	132	2009-05-07 14:28:48	2009-05-07 14:33:48	6813	55976	9012	28977
117.210.1.38	251.92.237.185	11	3306	132	2009-05-07 14:33:48	2009-05-07 14:35:36	12024	16298	8862	55776
83.5.243.62	232.113.181.211	443	22	89	2009-05-07 14:29:32	2009-05-07 14:34:32	11216	6630	2610	40490
83.5.243.62	232.113.181.211	443	22	89	2009-05-07 14:34:32	2009-05-07 14:35:56	15367	26757	35713	55521
195.126.166.121	90.128.206.236	3306	3306	1	2009-05-07 14:29:43	2009-05-07 14:31:59	10399	12000	12777	38147
218.217.78.223	202.196.167.70	443	3306	1	2009-05-07 14:22:32	2009-05-07 14:22:35	1488	26353	14026	264
185.232.78.150	182.139.247.57	22	11	6	2009-05-07 14:33:58	2009-05-07 14:38:58	7713	57706	5172	13024
185.232.78.150	182.139.247.57	22	11	6	2009-05-07 14:38:58	2009-05-07 14:43:58	3988	17880	7143	64616
185.232.78.150	182.139.247.57	22	11	6	2009-05-07 14:43:58	2009-05-07 14:48:58	2530	37177	6210	27133
185.232.78.150	182.139.247.57	22	11	6	2009-05-07 14:48:58	2009-05-07 14:53:58	12644	11648	5128	21722
185.232.78.150	182.139.247.57	22	11	6	2009-05-07 14:53:58	2009-05-07 14:54:37	1814	4302	20335	5825
117.210.1.38	181.76.183.197	110	22	6	2009-05-07 14:54:57	2009-05-07 14:59:57	24132	47830	8218	59173
117.210.1.38	181.76.183.197	110	22	6	2009-05-07 14:59:57	2009-05-07 15:04:57	3715	85	7868	21599
117.210.1.38	181.76.183.197	110	22	6	2009-05-07 15:04:57	2009-05-07 15:05:27	4402	13683	6044	2968
186.185.246.56	218.31.70.37	443	11	132	2009-05-07 14:44:57	2009-05-07 14:49:57	9091	4882	16824	35271
186.185.246.56	218.31.70.37	443	11	132	2009-05-07 14:49:57	2009-05-07 14:54:57	4704	51410	17257	36307
186.185.246.56	218.31.70.37	443	11	132	2009-05-07 14:54:57	2009-05-07 14:59:48	5938	64002	16983	17958
181.76.183.197	219.158.108.151	63862	11	6	2009-05-07 14:11:25	2009-05-07 14:16:24	13535	30419	19354	26600
39.169.153.211	195.126.166.121	2082	53	2	2009-05-07 14:44:01	2009-05-07 14:45:49	7777	7413	10032	12743
185.232.78.150	154.242.200.69	3306	443	2	2009-05-07 14:18:51	2009-05-07 14:23:51	3438	9288	8140	44710
185.232.78.150	154.242.200.69	3306	443	2	2009-05-07 14:23:51	2009-05-07 14:27:16	7199	46027	24158	24238
226.85.80.1	106.230.55.74	22	443	132	2009-05-07 14:50:14	2009-05-07 14:55:14	14920	34117	3267	49614
226.85.80.1	106.230.55.74	22	443	132	2009-05-07 14:55:14	2009-05-07 14:57:25	15932	63877	25976	63707
189.88.237.41	185.232.78.150	443	3306	17	2009-05-07 13:59:19	2009-05-07 14:00:41	19669	4390	3623	13249
254.206.130.119	186.185.246.56	443	53	1	2009-05-07 14:32:43	2009-05-07 14:37:43	2402	18632	19244	49408
254.206.130.119	186.185.246.56	443	53	1	2009-05-07 14:37:43	2009-05-07 14:38:42	3278	18039	8223	34322
35.179.94.196	182.139.247.57	5432	11	132	2009-05-07 14:32:08	2009-05-07 14:37:08	14562	9764	15570	27663
35.179.94.196	182.139.247.57	5432	11	132	2009-05-07 14:37:08	2009-05-07 14:39:53	3060	2257	16034	41822
186.185.246.56	218.31.70.37	80	22	6	2009-05-07 14:47:14	2009-05-07 14:50:59	2139	21675	30668	53435
95.253.24.158	226.85.80.1	25	53	17	2009-05-07 14:05:52	2009-05-07 14:06:47	21448	30287	20527	57667
39.169.153.211	202.196.167.70	11	80	17	2009-05-07 14:01:19	2009-05-07 14:06:19	15469	62210	3565	49481
39.169.153.211	202.196.167.70	11	80	17	2009-05-07 14:06:19	2009-05-07 14:11:19	4184	4016	5240	61976
39.169.153.211	202.196.167.70	11	80	17	2009-05-07 14:11:19	2009-05-07 14:15:19	10732	21432	28910	17020
95.253.24.158	232.113.181.211	11	443	6	2009-05-07 14:28:07	2009-05-07 14:33:07	1959	65199	6718	36593
95.253.24.158	232.113.181.211	11	443	6	2009-05-07 14:33:07	2009-05-07 14:37:01	13790	5004	767	29182
203.179.217.251	203.179.217.251	11	25	1	2009-05-07 14:53:08	2009-05-07 14:58:08	5078	29931	12128	37034
203.179.217.251	203.179.217.251	11	25	1	2009-05-07 14:58:08	2009-05-07 15:03:08	4795	12234	69	63884
203.179.217.251	203.179.217.251	11	25	1	2009-05-07 15:03:08	2009-05-07 15:08:08	15839	21166	3204	65371
203.179.217.251	203.179.217.251	11	25	1	2009-05-07 15:08:08	2009-05-07 15:13:08	9814	44482	8872	56631
203.179.217.251	203.179.217.251	11	25	1	2009-05-07 15:13:08	2009-05-07 15:14:04	973	2783	9393	15900
33.90.53.136	202.196.167.70	80	15338	6	2009-05-07 14:29:03	2009-05-07 14:34:03	3618	8640	2704	48178
33.90.53.136	202.196.167.70	80	15338	6	2009-05-07 14:34:03	2009-05-07 14:39:03	2066	12371	13402	15660
33.90.53.136	202.196.167.70	80	15338	6	2009-05-07 14:39:03	2009-05-07 14:44:03	12482	6610	9587	64449
33.90.53.136	202.196.167.70	80	15338	6	2009-05-07 14:44:03	2009-05-07 14:45:31	3130	21669	5651	22567
199.196.161.254	181.76.183.197	443	110	17	2009-05-07 14:22:29	2009-05-07 14:25:34	3161	43896	3565	5142
181.76.183.197	154.242.200.69	65250	80	2	2009-05-07 14:12:52	2009-05-07 14:17:52	7297	36988	503	24737
181.76.183.197	154.242.200.69	65250	80	2	2009-05-07 14:17:52	2009-05-07 14:19:09	9270	50050	254	48157
184.135.192.225	226.85.80.1	443	53	1	2009-05-07 14:38:57	2009-05-07 14:42:59	9383	29508	11806	18053
209.179.192.191	195.126.166.121	25	11	6	2009-05-07 14:47:30	2009-05-07 14:52:14	4460	20143	12606	53001
39.169.153.211	106.230.55.74	5432	5432	89	2009-05-07 14:30:31	2009-05-07 14:35:31	5610	38680	5143	51995
39.169.153.211	106.230.55.74	5432	5432	89	2009-05-07 14:35:31	2009-05-07 14:40:31	5052	54551	1653	59549
39.169.153.211	106.230.55.74	5432	5432	89	2009-05-07 14:40:31	2009-05-07 14:45:31	12027	46335	4356	29017
39.169.153.211	106.230.55.74	5432	5432	89	2009-05-07 14:45:31	2009-05-07 14:46:04	1602	53916	5166	1344
185.232.78.150	230.4.225.155	61032	3306	89	2009-05-07 14:07:16	2009-05-07 14:12:16	8887	3676	2442	38700
185.232.78.150	230.4.225.155	61032	3306	89	2009-05-07 14:12:16	2009-05-07 14:17:16	4809	3377	20829	1316
185.232.78.150	230.4.225.155	61032	3306	89	2009-05-07 14:17:16	2009-05-07 14:17:33	8306	49560	110	35162
234.247.46.251	218.31.70.37	22	80	2	2009-05-07 14:31:48	2009-05-07 14:36:48	7405	49388	1327	26395
234.247.46.251	218.31.70.37	22	80	2	2009-05-07 14:36:48	2009-05-07 14:40:16	16731	8361	7580	33918
185.232.78.150	90.128.206.236	11	5432	89	2009-05-07 14:37:58	2009-05-07 14:42:58	966	62305	9206	14993
185.232.78.150	90.128.206.236	11	5432	89	2009-05-07 14:42:58	2009-05-07 14:43:15	6307	3090	13511	55453
181.76.183.197	39.169.153.211	2082	32378	17	2009-05-07 14:50:49	2009-05-07 14:53:53	12063	60466	12796	47729
209.179.192.191	232.113.181.211	3306	22	2	2009-05-07 14:46:33	2009-05-07 14:51:17	21	41922	6270	23462
186.185.246.56	10.94.27.130	3306	2082	2	2009-05-07 14:18:46	2009-05-07 14:23:38	1594	11236	8557	61236
209.179.192.191	209.179.192.191	110	110	2	2009-05-07 14:28:47	2009-05-07 14:33:47	6346	64514	12724	38357
209.179.192.191	209.179.192.191	110	110	2	2009-05-07 14:33:47	2009-05-07 14:38:47	342	23639	8065	31017
209.179.192.191	209.179.192.191	110	110	2	2009-05-07 14:38:47	2009-05-07 14:41:21	1082	27697	21726	34007
251.92.237.185	199.196.161.254	443	63164	89	2009-05-07 14:21:43	2009-05-07 14:24:00	13226	504	6191	37471
10.94.27.130	32.12.244.85	80	443	2	2009-05-07 14:08:06	2009-05-07 14:09:32	453	47153	16635	43626
185.232.78.150	135.191.51.17	45237	11	17	2009-05-07 14:39:11	2009-05-07 14:43:52	357	32182	1040	9001
191.153.227.103	106.230.55.74	5432	30682	89	2009-05-07 14:22:04	2009-05-07 14:25:37	5444	2539	802	25202
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 14:40:29	2009-05-07 14:45:29	21036	25832	8768	58685
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 14:45:29	2009-05-07 14:50:29	1251	10723	3579	41152
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 14:50:29	2009-05-07 14:55:29	2388	42059	3407	32500
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 14:55:29	2009-05-07 15:00:29	5627	42889	7801	22104
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 15:00:29	2009-05-07 15:05:29	6037	49614	3092	32624
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 15:05:29	2009-05-07 15:10:29	2738	12805	272	2080
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 15:10:29	2009-05-07 15:15:29	10714	49486	8464	42672
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 15:15:29	2009-05-07 15:20:29	7484	42567	2377	17497
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 15:20:29	2009-05-07 15:25:29	663	29796	18877	41236
195.126.166.121	181.76.183.197	80	58609	2	2009-05-07 15:25:29	2009-05-07 15:28:18	5384	48648	4151	47404
112.9.237.142	66.169.166.168	3306	11	89	2009-05-07 14:31:11	2009-05-07 14:32:08	8684	22033	4042	30961
195.126.166.121	251.92.237.185	110	110	6	2009-05-07 14:31:43	2009-05-07 14:36:43	2202	59075	2629	19336
195.126.166.121	251.92.237.185	110	110	6	2009-05-07 14:36:43	2009-05-07 14:41:43	7299	56024	8043	12473
195.126.166.121	251.92.237.185	110	110	6	2009-05-07 14:41:43	2009-05-07 14:43:23	9220	49705	6761	27698
218.31.70.37	106.230.55.74	443	22	2	2009-05-07 14:53:52	2009-05-07 14:58:34	10311	63447	20121	49415
226.85.80.1	217.72.165.240	443	443	2	2009-05-07 14:26:57	2009-05-07 14:31:57	7033	2077	703	23248
245.192.153.33	80.25.14.87	53	53	17	2009-05-06 14:12:43	2009-05-06 14:17:43	2438	628	12410	27170
245.192.153.33	80.25.14.87	53	53	17	2009-05-06 14:17:43	2009-05-06 14:22:43	12874	40870	9388	42795
245.192.153.33	80.25.14.87	53	53	17	2009-05-06 14:22:43	2009-05-06 14:27:43	3379	23395	17369	48814
245.192.153.33	80.25.14.87	53	53	17	2009-05-06 14:27:43	2009-05-06 14:32:43	10522	19434	1005	31953
245.192.153.33	80.25.14.87	53	53	17	2009-05-06 14:32:43	2009-05-06 14:34:22	11069	8787	388	874
203.135.144.140	71.38.138.6	80	22	17	2009-05-06 14:18:56	2009-05-06 14:23:56	8779	55975	1635	46866
203.135.144.140	71.38.138.6	80	22	17	2009-05-06 14:23:56	2009-05-06 14:25:47	5684	11157	5320	11389
115.200.66.208	229.135.104.226	11	25	6	2009-05-06 14:45:43	2009-05-06 14:45:56	12038	15438	10095	23985
71.38.138.6	55.103.4.54	443	53	2	2009-05-06 14:04:38	2009-05-06 14:09:38	13183	48282	6004	30844
71.38.138.6	55.103.4.54	443	53	2	2009-05-06 14:09:38	2009-05-06 14:10:54	13794	24422	5590	230
148.210.241.139	57.234.38.220	80	80	2	2009-05-06 14:48:09	2009-05-06 14:53:09	11362	10729	2365	36586
148.210.241.139	57.234.38.220	80	80	2	2009-05-06 14:53:09	2009-05-06 14:58:09	8085	61478	4698	12763
148.210.241.139	57.234.38.220	80	80	2	2009-05-06 14:58:09	2009-05-06 15:03:09	3652	46621	16449	31954
148.210.241.139	57.234.38.220	80	80	2	2009-05-06 15:03:09	2009-05-06 15:06:00	3417	59729	15814	933
247.68.207.45	226.22.136.243	38552	11	1	2009-05-06 14:18:49	2009-05-06 14:23:49	10266	11037	13370	47375
247.68.207.45	226.22.136.243	38552	11	1	2009-05-06 14:23:49	2009-05-06 14:28:49	11869	12308	6798	2555
247.68.207.45	226.22.136.243	38552	11	1	2009-05-06 14:28:49	2009-05-06 14:33:49	5984	35738	1403	45975
247.68.207.45	226.22.136.243	38552	11	1	2009-05-06 14:33:49	2009-05-06 14:38:49	18283	45433	7825	35436
247.68.207.45	226.22.136.243	38552	11	1	2009-05-06 14:38:49	2009-05-06 14:41:58	3523	39796	7399	38159
74.198.99.99	80.25.14.87	22	33955	2	2009-05-06 14:26:31	2009-05-06 14:31:31	10894	31111	7530	38255
74.198.99.99	80.25.14.87	22	33955	2	2009-05-06 14:31:31	2009-05-06 14:34:23	10746	47928	23166	6466
212.176.204.143	247.68.207.45	11	2082	2	2009-05-06 14:12:13	2009-05-06 14:13:58	1466	6708	4276	39952
148.210.241.139	68.244.175.38	2082	5432	17	2009-05-06 14:08:51	2009-05-06 14:12:30	11527	4126	19137	62722
205.192.224.233	186.31.227.32	53	25	17	2009-05-06 14:27:14	2009-05-06 14:32:14	2922	18835	8916	38741
205.192.224.233	186.31.227.32	53	25	17	2009-05-06 14:32:14	2009-05-06 14:33:43	7602	43419	15029	61181
57.234.38.220	57.234.38.220	5432	2082	2	2009-05-06 14:39:37	2009-05-06 14:40:21	9764	39483	7334	43629
247.68.207.45	56.121.140.149	80	5432	2	2009-05-06 14:40:16	2009-05-06 14:42:44	7671	63155	11012	33905
24.85.134.47	212.176.204.143	110	443	1	2009-05-06 14:04:07	2009-05-06 14:09:07	2825	13641	363	54133
24.85.134.47	212.176.204.143	110	443	1	2009-05-06 14:09:07	2009-05-06 14:10:36	3482	15412	5904	14180
229.135.104.226	182.227.63.179	110	2082	2	2009-05-06 14:49:25	2009-05-06 14:53:17	2051	25849	170	39874
11.35.155.25	11.35.155.25	35987	53	17	2009-05-06 14:54:41	2009-05-06 14:59:41	1970	16291	22790	31070
11.35.155.25	11.35.155.25	35987	53	17	2009-05-06 14:59:41	2009-05-06 15:02:08	3836	10457	5825	56888
241.145.164.233	158.188.231.15	5432	2082	1	2009-05-06 14:38:34	2009-05-06 14:43:34	3886	60707	509	9500
241.145.164.233	158.188.231.15	5432	2082	1	2009-05-06 14:43:34	2009-05-06 14:48:34	8991	58083	3171	52572
241.145.164.233	158.188.231.15	5432	2082	1	2009-05-06 14:48:34	2009-05-06 14:53:34	2726	54482	11443	18046
241.145.164.233	158.188.231.15	5432	2082	1	2009-05-06 14:53:34	2009-05-06 14:54:32	106	32256	618	21899
121.104.113.222	74.198.99.99	5432	110	89	2009-05-06 14:34:36	2009-05-06 14:39:24	3271	49435	6592	33315
189.76.165.172	229.135.104.226	53	22	1	2009-05-06 14:21:24	2009-05-06 14:26:24	8412	31847	7163	17133
189.76.165.172	229.135.104.226	53	22	1	2009-05-06 14:26:24	2009-05-06 14:31:17	7937	8277	11603	31665
205.192.224.233	186.31.227.32	3306	11	132	2009-05-06 14:47:59	2009-05-06 14:52:59	1577	31035	4889	24785
205.192.224.233	186.31.227.32	3306	11	132	2009-05-06 14:52:59	2009-05-06 14:57:59	4568	20368	5076	15576
205.192.224.233	186.31.227.32	3306	11	132	2009-05-06 14:57:59	2009-05-06 15:02:25	1790	12472	8622	20285
148.210.241.139	203.135.144.140	80	53	132	2009-05-06 14:51:52	2009-05-06 14:53:58	10641	5440	15340	23159
186.31.227.32	11.35.155.25	30772	443	2	2009-05-06 14:46:59	2009-05-06 14:51:59	501	25907	10984	50653
186.31.227.32	11.35.155.25	30772	443	2	2009-05-06 14:51:59	2009-05-06 14:56:59	22815	50861	10290	62852
186.31.227.32	11.35.155.25	30772	443	2	2009-05-06 14:56:59	2009-05-06 15:01:52	5226	28668	17472	58921
186.31.227.32	188.76.226.195	2082	11	2	2009-05-06 13:57:25	2009-05-06 14:02:25	3374	59389	7919	53804
186.31.227.32	188.76.226.195	2082	11	2	2009-05-06 14:02:25	2009-05-06 14:07:25	806	62582	4442	9071
186.31.227.32	188.76.226.195	2082	11	2	2009-05-06 14:07:25	2009-05-06 14:12:25	22061	40991	1640	52322
186.31.227.32	188.76.226.195	2082	11	2	2009-05-06 14:12:25	2009-05-06 14:17:25	2127	16346	3500	58171
186.31.227.32	188.76.226.195	2082	11	2	2009-05-06 14:17:25	2009-05-06 14:22:25	4668	38585	6611	65046
186.31.227.32	188.76.226.195	2082	11	2	2009-05-06 14:22:25	2009-05-06 14:27:25	11208	26804	4981	63236
186.31.227.32	188.76.226.195	2082	11	2	2009-05-06 14:27:25	2009-05-06 14:32:00	10605	43459	5418	12768
132.124.245.52	241.145.164.233	110	11	6	2009-05-06 14:54:16	2009-05-06 14:56:53	9947	30624	3219	54195
80.25.14.87	167.91.167.91	25162	11	1	2009-05-06 14:13:56	2009-05-06 14:15:09	9022	37684	10390	38133
205.192.224.233	203.135.144.140	11356	22	2	2009-05-06 14:09:20	2009-05-06 14:12:05	6253	7688	1587	56470
182.227.63.179	24.85.134.47	3306	2082	89	2009-05-06 14:09:05	2009-05-06 14:14:05	937	36631	9243	58481
182.227.63.179	24.85.134.47	3306	2082	89	2009-05-06 14:14:05	2009-05-06 14:19:05	14422	2582	27465	55853
182.227.63.179	24.85.134.47	3306	2082	89	2009-05-06 14:19:05	2009-05-06 14:24:05	3200	26030	10492	40718
182.227.63.179	24.85.134.47	3306	2082	89	2009-05-06 14:24:05	2009-05-06 14:26:33	4402	21838	10848	2462
115.200.66.208	74.198.99.99	2082	2082	89	2009-05-06 13:58:36	2009-05-06 14:03:36	5596	47052	10528	15023
115.200.66.208	74.198.99.99	2082	2082	89	2009-05-06 14:03:36	2009-05-06 14:08:36	13998	22998	13758	10420
115.200.66.208	74.198.99.99	2082	2082	89	2009-05-06 14:08:36	2009-05-06 14:11:25	2377	24254	1820	23362
148.210.241.139	212.176.204.143	3306	22	2	2009-05-06 14:34:19	2009-05-06 14:39:19	3589	57395	4603	31918
148.210.241.139	212.176.204.143	3306	22	2	2009-05-06 14:39:19	2009-05-06 14:44:19	7389	46236	3945	52646
148.210.241.139	212.176.204.143	3306	22	2	2009-05-06 14:44:19	2009-05-06 14:49:19	9784	7060	2110	17378
148.210.241.139	212.176.204.143	3306	22	2	2009-05-06 14:49:19	2009-05-06 14:54:19	6019	55162	5358	29488
148.210.241.139	212.176.204.143	3306	22	2	2009-05-06 14:54:19	2009-05-06 14:59:19	3017	45995	6088	60677
148.210.241.139	212.176.204.143	3306	22	2	2009-05-06 14:59:19	2009-05-06 15:02:11	3846	27909	1539	17580
132.124.245.52	56.121.140.149	110	22	89	2009-05-06 14:52:34	2009-05-06 14:56:53	22283	60947	11938	18576
132.124.245.52	68.244.175.38	11	41865	89	2009-05-06 14:28:57	2009-05-06 14:33:57	438	10259	2303	62679
132.124.245.52	68.244.175.38	11	41865	89	2009-05-06 14:33:57	2009-05-06 14:38:57	19762	32354	9466	58309
132.124.245.52	68.244.175.38	11	41865	89	2009-05-06 14:38:57	2009-05-06 14:43:57	6405	13431	3236	9100
132.124.245.52	68.244.175.38	11	41865	89	2009-05-06 14:43:57	2009-05-06 14:47:42	2770	55430	4484	65115
189.76.165.172	80.25.14.87	22	3306	6	2009-05-06 14:05:16	2009-05-06 14:08:09	2302	53153	8852	13950
33.84.97.87	231.124.109.181	110	25	2	2009-05-06 14:51:06	2009-05-06 14:56:06	332	10506	11337	55434
33.84.97.87	231.124.109.181	110	25	2	2009-05-06 14:56:06	2009-05-06 15:01:06	1311	22520	26084	26525
33.84.97.87	231.124.109.181	110	25	2	2009-05-06 15:01:06	2009-05-06 15:05:58	2807	21344	6437	58168
56.46.66.48	33.84.97.87	53	14761	17	2009-05-06 14:49:52	2009-05-06 14:54:52	17038	12869	16921	53204
56.46.66.48	33.84.97.87	53	14761	17	2009-05-06 14:54:52	2009-05-06 14:56:36	7888	47368	4569	26240
207.5.34.205	11.35.155.25	53	110	2	2009-05-06 14:22:06	2009-05-06 14:24:08	2932	13457	5625	64840
77.118.100.222	229.54.249.141	53	53	1	2009-05-06 14:03:48	2009-05-06 14:08:48	11527	7131	18562	33888
77.118.100.222	229.54.249.141	53	53	1	2009-05-06 14:08:48	2009-05-06 14:13:48	3462	4489	11116	51959
77.118.100.222	229.54.249.141	53	53	1	2009-05-06 14:13:48	2009-05-06 14:18:48	15149	35127	2897	51269
77.118.100.222	229.54.249.141	53	53	1	2009-05-06 14:18:48	2009-05-06 14:23:48	9705	15009	5299	44761
77.118.100.222	229.54.249.141	53	53	1	2009-05-06 14:23:48	2009-05-06 14:28:48	13995	25013	3235	35076
77.118.100.222	229.54.249.141	53	53	1	2009-05-06 14:28:48	2009-05-06 14:33:17	5033	20187	20783	15325
68.244.175.38	52.233.168.176	11	25	17	2009-05-06 14:35:42	2009-05-06 14:40:42	10785	46714	3945	31817
68.244.175.38	52.233.168.176	11	25	17	2009-05-06 14:40:42	2009-05-06 14:45:42	5808	51571	2325	5750
68.244.175.38	52.233.168.176	11	25	17	2009-05-06 14:45:42	2009-05-06 14:50:42	1618	59621	5974	13073
68.244.175.38	52.233.168.176	11	25	17	2009-05-06 14:50:42	2009-05-06 14:51:38	7018	63564	2701	18896
121.104.113.222	158.188.231.15	3306	22	132	2009-05-06 14:01:05	2009-05-06 14:06:05	26564	14372	17910	43082
121.104.113.222	158.188.231.15	3306	22	132	2009-05-06 14:06:05	2009-05-06 14:07:00	742	4474	12113	30305
75.205.238.55	12.72.225.197	53	3306	1	2009-05-06 13:58:59	2009-05-06 13:59:51	10079	26507	1719	12241
167.91.167.91	74.198.99.99	53	443	6	2009-05-06 14:52:02	2009-05-06 14:57:02	16371	24174	4269	28451
167.91.167.91	74.198.99.99	53	443	6	2009-05-06 14:57:02	2009-05-06 15:00:35	8291	10035	1876	60383
55.103.4.54	229.56.136.5	5432	443	1	2009-05-06 14:18:01	2009-05-06 14:18:20	1385	11601	15858	19901
241.145.164.233	75.205.238.55	443	443	6	2009-05-06 14:39:12	2009-05-06 14:44:12	10633	11496	743	13022
241.145.164.233	75.205.238.55	443	443	6	2009-05-06 14:44:12	2009-05-06 14:49:12	1009	1121	14414	53611
241.145.164.233	75.205.238.55	443	443	6	2009-05-06 14:49:12	2009-05-06 14:54:05	15504	17533	6331	14938
115.200.66.208	207.5.34.205	2082	443	2	2009-05-06 14:29:38	2009-05-06 14:34:38	7568	12623	7108	17789
115.200.66.208	207.5.34.205	2082	443	2	2009-05-06 14:34:38	2009-05-06 14:39:38	12032	14708	2377	425
115.200.66.208	207.5.34.205	2082	443	2	2009-05-06 14:39:38	2009-05-06 14:40:12	10116	18557	9052	45443
185.5.124.112	148.210.241.139	110	3306	89	2009-05-06 14:50:05	2009-05-06 14:55:05	4274	64994	8676	21112
185.5.124.112	148.210.241.139	110	3306	89	2009-05-06 14:55:05	2009-05-06 14:55:46	19056	41774	24024	65142
12.72.225.197	203.135.144.140	2082	11	17	2009-05-06 14:12:38	2009-05-06 14:17:38	15325	10125	6626	41373
12.72.225.197	203.135.144.140	2082	11	17	2009-05-06 14:17:38	2009-05-06 14:22:38	2950	63854	5565	47027
12.72.225.197	203.135.144.140	2082	11	17	2009-05-06 14:22:38	2009-05-06 14:26:11	2670	3597	22095	44158
35.6.56.235	148.210.241.139	25	5432	6	2009-05-06 14:04:28	2009-05-06 14:08:32	18	4635	9429	59307
